,word,label,sentence_id
63631,As,O,3093
63632,it,O,3093
63633,s,O,3093
63634,specific,O,3093
63635,to,O,3093
63636,ICE,B-NAME_OF_DISEASE,3093
63637,syndrome,I-NAME_OF_DISEASE,3093
63638,it,O,3093
63639,has,O,3093
63640,been,O,3093
63641,referred,O,3093
63642,to,O,3094
63643,as,O,3094
63644,ICE,B-NAME_OF_DISEASE,3094
63645,cells,O,3094
63646,,O,3094
63647,The,O,3094
63648,main,O,3094
63649,differential,O,3094
63650,of,O,3094
63651,ICE,B-NAME_OF_DISEASE,3094
63652,syndrome,I-NAME_OF_DISEASE,3095
63653,that,O,3095
63654,must,O,3095
63655,be,O,3095
63656,ruled,O,3095
63657,out,O,3095
63658,is,O,3095
63659,posterior,B-NAME_OF_DISEASE,3095
63660,polymorphous,I-NAME_OF_DISEASE,3095
63661,corneal,I-NAME_OF_DISEASE,3096
63662,dystrophy,I-NAME_OF_DISEASE,3096
63663,PPMD,B-NAME_OF_DISEASE,3096
63664,,O,3096
63665,PPMD,B-NAME_OF_DISEASE,3096
63666,is,O,3096
63667,an,O,3096
63668,autosomal,O,3096
63669,dominant,O,3096
63670,disease,O,3096
63671,that,O,3096
63672,is,O,3096
63673,not,O,3096
63674,only,O,3096
63675,similar,O,3096
63676,on,O,3096
63677,a,O,3096
63678,microscopic,O,3096
63679,level,O,3096
63680,multi-layered,O,3096
63681,endothelial,O,3096
63682,cells,O,3096
63683,that,O,3096
63684,look,O,3096
63685,and,O,3096
63686,behave,O,3096
63687,like,O,3096
63688,epithelial,O,3096
63689,cells,O,3096
63690,but,O,3096
63691,also,O,3096
63692,share,O,3096
63693,similar,O,3096
63694,manifestations,O,3096
63695,such,O,3096
63696,as,O,3096
63697,corneal,B-SIGN_AND_SYMPTOM,3097
63698,oedema,I-SIGN_AND_SYMPTOM,3097
63699,irido-corneal,I-SIGN_AND_SYMPTOM,3097
63700,adhesion,I-SIGN_AND_SYMPTOM,3097
63701,and,I-SIGN_AND_SYMPTOM,3097
63702,raise,I-SIGN_AND_SYMPTOM,3097
63703,IOP,I-SIGN_AND_SYMPTOM,3097
63704,Factors,O,3097
63705,that,O,3098
63706,allow,O,3098
63707,for,O,3098
63708,differentiation,O,3098
63709,are,O,3098
63710,the,O,3098
63711,fact,O,3098
63712,that,O,3098
63713,PPMD,B-NAME_OF_DISEASE,3098
63714,is,O,3098
63715,inherited,O,3098
63716,and,O,3098
63717,bilateral,O,3098
63718,and,O,3098
63719,specular,B-DIAGNOSTIC_TEST,3098
63720,microscopy,I-DIAGNOSTIC_TEST,3098
63721,shows,O,3098
63722,typical,B-SIGN_AND_SYMPTOM,3098
63723,vesicles,I-SIGN_AND_SYMPTOM,3098
63724,and,I-SIGN_AND_SYMPTOM,3098
63725,bands,I-SIGN_AND_SYMPTOM,3098
63726,Although,O,3098
63727,there,O,3098
63728,are,O,3098
63729,objective,O,3098
63730,differences,O,3098
63731,between,O,3098
63732,each,O,3098
63733,subtype,O,3098
63734,the,O,3098
63735,diagnosis,O,3098
63736,can,O,3098
63737,still,O,3098
63738,pose,O,3098
63739,a,O,3098
63740,challenge,O,3098
63741,in,O,3098
63742,clinical,O,3098
63743,practice,O,3098
63744,as,O,3099
63745,a,O,3099
63746,large,O,3099
63747,percentage,O,3099
63748,of,O,3099
63749,cases,O,3099
63750,appear,O,3099
63751,in,O,3099
63752,mixed,O,3099
63753,forms,O,3099
63754,Irrespective,O,3099
63755,of,O,3099
63756,the,O,3099
63757,causative,O,3099
63758,subtype,O,3099
63759,the,O,3099
63760,mainstay,O,3099
63761,of,O,3099
63762,treatment,O,3099
63763,revolves,O,3099
63764,around,O,3099
63765,the,O,3099
63766,prevention,O,3099
63767,and,O,3099
63768,management,O,3100
63769,of,O,3100
63770,the,O,3100
63771,visual,O,3100
63772,impairing,O,3100
63773,complications,O,3100
63774,of,O,3100
63775,ICE,B-NAME_OF_DISEASE,3100
63776,syndrome,I-NAME_OF_DISEASE,3100
63777,such,O,3101
63778,as,O,3101
63779,corneal,B-SIGN_AND_SYMPTOM,3101
63780,oedema,I-SIGN_AND_SYMPTOM,3101
63781,or,O,3101
63782,glaucoma,B-NAME_OF_DISEASE,3101
63783,This,O,3101
63784,can,O,3101
63785,be,O,3101
63786,achieved,O,3101
63787,with,O,3102
63788,both,O,3102
63789,medical,O,3102
63790,and,O,3102
63791,surgical,O,3102
63792,treatment,O,3102
63793,options,O,3102
63794,Raised,B-SIGN_AND_SYMPTOM,3102
63795,IOP,I-SIGN_AND_SYMPTOM,3102
63796,and,I-SIGN_AND_SYMPTOM,3102
63797,corneal,B-SIGN_AND_SYMPTOM,3102
63798,oedema,I-SIGN_AND_SYMPTOM,3102
63799,can,O,3102
63800,be,O,3102
63801,addressed,O,3102
63802,with,O,3102
63803,topical,O,3102
63804,medications,O,3102
63805,and,O,3102
63806,aqueous,B-NAME_OF_DRUG,3103
63807,suppressants,I-NAME_OF_DRUG,3103
63808,e.g,O,3103
63809,prostaglandin,B-NAME_OF_DRUG,3103
63810,analogues,I-NAME_OF_DRUG,3103
63811,In,O,3103
63812,addition,O,3103
63813,topical,B-CHEMICAL_COMPOUND,3103
63814,hypertonic,I-CHEMICAL_COMPOUND,3103
63815,saline,I-CHEMICAL_COMPOUND,3103
63816,solutions,O,3104
63817,can,O,3104
63818,be,O,3104
63819,used,O,3104
63820,to,O,3104
63821,help,O,3104
63822,ameliorate,O,3104
63823,symptoms,O,3104
63824,of,O,3104
63825,corneal,B-SIGN_AND_SYMPTOM,3104
63826,oedema,I-SIGN_AND_SYMPTOM,3104
63827,as,O,3104
63828,it,O,3104
63829,works,O,3104
63830,by,O,3104
63831,dehydrating,O,3104
63832,the,B-PART_OF_THE_EYES,3104
63833,cornea,I-PART_OF_THE_EYES,3104
63834,If,O,3104
63835,medical,O,3104
63836,management,O,3104
63837,is,O,3104
63838,unsuccessful,O,3104
63839,in,O,3104
63840,controlling,O,3104
63841,the,B-SIGN_AND_SYMPTOM,3104
63842,raised,B-SIGN_AND_SYMPTOM,3104
63843,IOP,I-SIGN_AND_SYMPTOM,3105
63844,surgical,O,3105
63845,options,O,3105
63846,must,O,3105
63847,be,O,3105
63848,sought,O,3105
63849,Procedures,O,3105
63850,such,O,3105
63851,as,O,3105
63852,trabeculectomy,B-TREATMENT,3105
63853,with,I-TREATMENT,3105
63854,anti-fibrotic,I-TREATMENT,3105
63855,agents,I-TREATMENT,3105
63856,and,O,3105
63857,use,O,3105
63858,of,O,3105
63859,aqueous,B-TREATMENT,3105
63860,shunts,I-TREATMENT,3106
63861,have,O,3106
63862,been,O,3106
63863,found,O,3106
63864,to,O,3106
63865,be,O,3106
63866,effective,O,3106
63867,in,O,3106
63868,controlling,O,3106
63869,raised,B-SIGN_AND_SYMPTOM,3106
63870,IOP,I-SIGN_AND_SYMPTOM,3106
63871,in,O,3106
63872,ICE,B-NAME_OF_DISEASE,3106
63873,syndrome,I-NAME_OF_DISEASE,3106
63874,patients,O,3106
63875,However,O,3106
63876,the,O,3107
63877,long-term,O,3107
63878,effectiveness,O,3107
63879,of,O,3107
63880,these,O,3107
63881,procedures,O,3107
63882,is,O,3107
63883,questionable,O,3107
63884,with,O,3107
63885,the,O,3107
63886,five-year,B-TIME_DURATION,3107
63887,survival,O,3107
63888,rate,O,3107
63889,reported,O,3107
63890,as,O,3107
63891,low,O,3107
63892,as,O,3107
63893,29%,O,3108
63894,vs,O,3108
63895,53%,O,3108
63896,for,O,3108
63897,trabeculectomy,B-TREATMENT,3108
63898,with,I-TREATMENT,3108
63899,anti-fibrotic,I-TREATMENT,3108
63900,agents,I-TREATMENT,3108
63901,and,O,3108
63902,aqueous,B-TREATMENT,3108
63903,shunts,I-TREATMENT,3108
63904,patients,O,3108
63905,respectively,O,3108
63906,Similarly,O,3108
63907,keratoplasty,B-TREATMENT,3108
63908,can,O,3108
63909,be,O,3108
63910,used,O,3109
63911,for,O,3109
63912,the,O,3109
63913,treatment,O,3109
63914,of,O,3109
63915,corneal,B-NAME_OF_DISEASE,3109
63916,decompensation,I-NAME_OF_DISEASE,3109
63917,The,O,3109
63918,prognosis,O,3109
63919,of,O,3109
63920,patients,O,3109
63921,with,O,3109
63922,ICE,B-NAME_OF_DISEASE,3109
63923,syndrome,I-NAME_OF_DISEASE,3109
63924,depends,O,3109
63925,on,O,3109
63926,the,O,3109
63927,timing,O,3110
63928,of,O,3110
63929,diagnosis,O,3110
63930,and,O,3110
63931,effectiveness,O,3110
63932,of,O,3110
63933,treatment,O,3110
63934,Where,O,3110
63935,surgical,O,3110
63936,intervention,O,3110
63937,has,O,3110
63938,been,O,3110
63939,sought,O,3110
63940,the,O,3110
63941,prognosis,O,3110
63942,tends,O,3110
63943,to,O,3110
63944,be,O,3110
63945,more,O,3110
63946,guarded,O,3110
63947,In,O,3110
63948,conclusion,O,3110
63949,ICE,B-NAME_OF_DISEASE,3110
63950,syndrome,I-NAME_OF_DISEASE,3110
63951,consists,O,3110
63952,of,O,3110
63953,three,O,3111
63954,entities,O,3111
63955,Chandler,B-NAME_OF_DISEASE,3111
63956,syndrome,I-NAME_OF_DISEASE,3111
63957,progressive,O,3111
63958,iris,B-NAME_OF_DISEASE,3111
63959,atrophy,I-NAME_OF_DISEASE,3111
63960,and,O,3111
63961,Cogan-Reese,B-NAME_OF_DISEASE,3111
63962,syndrome,I-NAME_OF_DISEASE,3111
63963,A,O,3111
63964,clinical,O,3111
63965,history,O,3111
63966,and,O,3111
63967,a,O,3111
63968,full,O,3111
63969,ophthalmic,O,3111
63970,exam,O,3111
63971,including,O,3111
63972,assessment,O,3111
63973,of,O,3111
63974,visual,O,3111
63975,acuity,O,3112
63976,and,O,3112
63977,IOP,O,3112
63978,are,O,3112
63979,essential,O,3112
63980,to,O,3112
63981,reach,O,3112
63982,a,O,3112
63983,working,O,3112
63984,diagnosis,O,3112
63985,If,O,3112
63986,suspected,O,3112
63987,specular,B-DIAGNOSTIC_TEST,3112
63988,microscopy,I-DIAGNOSTIC_TEST,3112
63989,and,O,3112
63990,gonioscopy,B-DIAGNOSTIC_TEST,3112
63991,must,O,3112
63992,be,O,3112
63993,performed,O,3112
63994,to,O,3112
63995,confirm,O,3113
63996,the,O,3113
63997,presence,O,3113
63998,of,O,3113
63999,ICE,B-NAME_OF_DISEASE,3113
64000,cells,O,3113
64001,and,O,3113
64002,PAS,B-SIGN_AND_SYMPTOM,3113
64003,for,O,3113
64004,definite,O,3113
64005,diagnosis,O,3113
64006,Treatment,O,3113
64007,regardless,O,3113
64008,of,O,3114
64009,subtype,O,3114
64010,is,O,3114
64011,prevention,O,3114
64012,and,O,3114
64013,management,O,3114
64014,of,O,3114
64015,visual,O,3114
64016,impairing,O,3114
64017,complications,O,3114
64018,such,O,3114
64019,as,O,3114
64020,secondary,B-NAME_OF_DISEASE,3114
64021,glaucoma,I-NAME_OF_DISEASE,3114
64022,and,O,3115
64023,corneal,B-SIGN_AND_SYMPTOM,3115
64024,oedema,I-SIGN_AND_SYMPTOM,3115
64025,Surgical,O,3115
64026,interventions,O,3115
64027,have,O,3115
64028,variable,O,3115
64029,success,O,3115
64030,rates,O,3115
64031,thus,O,3115
64032,early,O,3115
64033,diagnosis,O,3115
64034,is,O,3115
64035,beneficial,O,3115
64036,Dry,B-NAME_OF_DISEASE,3115
64037,eye,I-NAME_OF_DISEASE,3115
64038,disease,I-NAME_OF_DISEASE,3115
64039,is,O,3115
64040,more,O,3115
64041,common,O,3115
64042,in,O,3116
64043,people,O,3116
64044,over,O,3116
64045,the,O,3116
64046,age,O,3116
64047,of,O,3116
64048,50,O,3116
64049,Hormonal,B-CAUSE_OF_DISEASE,3116
64050,changes,I-CAUSE_OF_DISEASE,3116
64051,especially,O,3116
64052,common,O,3116
64053,in,O,3116
64054,women,O,3116
64055,can,O,3116
64056,cause,O,3116
64057,dry,B-NAME_OF_DISEASE,3116
64058,eye,I-NAME_OF_DISEASE,3116
64059,Other,O,3116
64060,medical,O,3116
64061,conditions,O,3116
64062,including,O,3117
64063,diabetes,B-CAUSE_OF_DISEASE,3117
64064,glaucoma,B-CAUSE_OF_DISEASE,3117
64065,Sjogren,B-CAUSE_OF_DISEASE,3117
64066,s,I-CAUSE_OF_DISEASE,3117
64067,syndrome,I-CAUSE_OF_DISEASE,3117
64068,lupus,B-CAUSE_OF_DISEASE,3117
64069,and,O,3117
64070,rheumatoid,B-CAUSE_OF_DISEASE,3117
64071,arthritis,I-CAUSE_OF_DISEASE,3117
64072,can,O,3117
64073,exacerbate,O,3117
64074,dry,B-NAME_OF_DISEASE,3117
64075,eye,I-NAME_OF_DISEASE,3117
64076,symptoms,O,3117
64077,Some,O,3117
64078,medications,O,3117
64079,including,O,3117
64080,antihistamines,O,3117
64081,e.g,O,3117
64082,Claritin,O,3117
64083,Benadryl,O,3118
64084,Zyrtec,O,3118
64085,or,O,3118
64086,Allegra,O,3118
64087,hormonal,O,3118
64088,replacement,O,3118
64089,therapy,O,3118
64090,e.g,O,3118
64091,Estrogen,O,3118
64092,and,O,3118
64093,Progestin,O,3118
64094,and,O,3119
64095,androgen,O,3119
64096,therapy,O,3119
64097,contribute,O,3119
64098,to,O,3119
64099,dry,B-NAME_OF_DISEASE,3119
64100,eye,I-NAME_OF_DISEASE,3120
64101,symptoms,O,3120
64102,Keratoconus,B-NAME_OF_DISEASE,3120
64103,KC,I-NAME_OF_DISEASE,3120
64104,is,O,3120
64105,a,O,3120
64106,disorder,O,3120
64107,of,O,3120
64108,the,O,3120
64109,eye,O,3120
64110,that,O,3120
64111,results,O,3120
64112,in,O,3120
64113,progressive,O,3120
64114,thinning,O,3120
64115,of,O,3120
64116,the,B-PART_OF_THE_EYES,3120
64117,cornea,I-PART_OF_THE_EYES,3120
64118,This,O,3120
64119,may,O,3120
64120,result,O,3121
64121,in,O,3121
64122,blurry,B-SIGN_AND_SYMPTOM,3121
64123,vision,I-SIGN_AND_SYMPTOM,3121
64124,double,I-SIGN_AND_SYMPTOM,3121
64125,vision,I-SIGN_AND_SYMPTOM,3121
64126,nearsightedness,I-SIGN_AND_SYMPTOM,3121
64127,irregular,I-SIGN_AND_SYMPTOM,3121
64128,astigmatism,I-SIGN_AND_SYMPTOM,3121
64129,and,I-SIGN_AND_SYMPTOM,3121
64130,light,I-SIGN_AND_SYMPTOM,3122
64131,sensitivity,I-SIGN_AND_SYMPTOM,3122
64132,leading,I-SIGN_AND_SYMPTOM,3122
64133,to,I-SIGN_AND_SYMPTOM,3122
64134,poor,I-SIGN_AND_SYMPTOM,3122
64135,quality-of-life,I-SIGN_AND_SYMPTOM,3122
64136,Usually,O,3122
64137,both,O,3122
64138,eyes,O,3123
64139,are,O,3123
64140,affected,O,3123
64141,In,O,3123
64142,more,O,3123
64143,severe,O,3123
64144,cases,O,3123
64145,a,B-SIGN_AND_SYMPTOM,3123
64146,scarring,I-SIGN_AND_SYMPTOM,3123
64147,or,I-SIGN_AND_SYMPTOM,3123
64148,a,I-SIGN_AND_SYMPTOM,3123
64149,circle,I-SIGN_AND_SYMPTOM,3123
64150,may,I-SIGN_AND_SYMPTOM,3123
64151,be,I-SIGN_AND_SYMPTOM,3123
64152,seen,I-SIGN_AND_SYMPTOM,3124
64153,within,I-SIGN_AND_SYMPTOM,3124
64154,the,I-SIGN_AND_SYMPTOM,3124
64155,cornea,I-SIGN_AND_SYMPTOM,3124
64156,While,O,3124
64157,the,O,3124
64158,cause,O,3124
64159,is,O,3124
64160,unknown,O,3124
64161,it,O,3125
64162,is,O,3125
64163,believed,O,3125
64164,to,O,3125
64165,occur,O,3125
64166,due,O,3125
64167,to,O,3125
64168,a,B-CAUSE_OF_DISEASE,3125
64169,combination,I-CAUSE_OF_DISEASE,3125
64170,of,I-CAUSE_OF_DISEASE,3125
64171,genetic,I-CAUSE_OF_DISEASE,3125
64172,environmental,I-CAUSE_OF_DISEASE,3125
64173,and,I-CAUSE_OF_DISEASE,3125
64174,hormonal,I-CAUSE_OF_DISEASE,3125
64175,factors,I-CAUSE_OF_DISEASE,3125
64176,Patients,O,3125
64177,with,O,3126
64178,a,O,3126
64179,parent,O,3126
64180,sibling,O,3126
64181,or,O,3126
64182,child,O,3126
64183,who,O,3127
64184,has,O,3127
64185,keratoconus,B-NAME_OF_DISEASE,3127
64186,have,O,3127
64187,15,O,3127
64188,to,O,3127
64189,67,O,3127
64190,times,O,3127
64191,higher,O,3127
64192,risk,O,3127
64193,in,O,3127
64194,developing,O,3127
64195,corneal,O,3127
64196,ectasia,O,3127
64197,compared,O,3127
64198,to,O,3128
64199,patients,O,3128
64200,with,O,3128
64201,no,O,3128
64202,affected,O,3128
64203,relatives,O,3128
64204,Proposed,B-CAUSE_OF_DISEASE,3128
64205,environmental,I-CAUSE_OF_DISEASE,3128
64206,factors,I-CAUSE_OF_DISEASE,3128
64207,include,I-CAUSE_OF_DISEASE,3128
64208,rubbing,I-CAUSE_OF_DISEASE,3128
64209,the,I-CAUSE_OF_DISEASE,3128
64210,eyes,I-CAUSE_OF_DISEASE,3128
64211,and,I-CAUSE_OF_DISEASE,3128
64212,allergies,I-CAUSE_OF_DISEASE,3128
64213,The,O,3128
64214,underlying,O,3128
64215,mechanism,O,3128
64216,involves,O,3128
64217,changes,B-SIGN_AND_SYMPTOM,3129
64218,of,I-SIGN_AND_SYMPTOM,3129
64219,the,I-SIGN_AND_SYMPTOM,3129
64220,cornea,I-SIGN_AND_SYMPTOM,3129
64221,to,I-SIGN_AND_SYMPTOM,3129
64222,a,I-SIGN_AND_SYMPTOM,3129
64223,cone,I-SIGN_AND_SYMPTOM,3129
64224,shape,I-SIGN_AND_SYMPTOM,3129
64225,Diagnosis,O,3129
64226,is,O,3129
64227,most,O,3129
64228,often,O,3129
64229,by,O,3129
64230,topography,B-DIAGNOSTIC_TEST,3129
64231,Topography,B-DIAGNOSTIC_TEST,3129
64232,measures,O,3129
64233,the,O,3130
64234,curvature,O,3130
64235,of,O,3130
64236,the,B-PART_OF_THE_EYES,3130
64237,cornea,I-PART_OF_THE_EYES,3130
64238,and,O,3130
64239,creates,O,3130
64240,a,O,3130
64241,colored,O,3130
64242,map,O,3130
64243,of,O,3130
64244,the,B-PART_OF_THE_EYES,3130
64245,cornea,I-PART_OF_THE_EYES,3130
64246,Keratoconus,B-NAME_OF_DISEASE,3130
64247,causes,O,3130
64248,very,O,3130
64249,distinctive,O,3131
64250,changes,O,3131
64251,in,O,3131
64252,the,O,3131
64253,appearance,O,3131
64254,of,O,3131
64255,these,O,3131
64256,maps,O,3131
64257,which,O,3131
64258,allows,O,3131
64259,doctors,O,3131
64260,to,O,3131
64261,make,O,3131
64262,the,O,3132
64263,diagnosis,O,3132
64264,Keratoconus,B-NAME_OF_DISEASE,3132
64265,is,O,3132
64266,described,O,3132
64267,as,O,3132
64268,a,O,3132
64269,bilateral,O,3132
64270,but,O,3132
64271,asymmetric,O,3132
64272,noninflammatory,O,3132
64273,progressive,O,3132
64274,degeneration,O,3132
64275,of,O,3132
64276,the,B-PART_OF_THE_EYES,3132
64277,cornea,I-PART_OF_THE_EYES,3132
64278,leading,O,3132
64279,to,O,3132
64280,extreme,B-SIGN_AND_SYMPTOM,3132
64281,refractive,I-SIGN_AND_SYMPTOM,3132
64282,errors,I-SIGN_AND_SYMPTOM,3133
64283,with,I-SIGN_AND_SYMPTOM,3133
64284,impaired,I-SIGN_AND_SYMPTOM,3133
64285,visual,I-SIGN_AND_SYMPTOM,3133
64286,acuity,I-SIGN_AND_SYMPTOM,3133
64287,and,I-SIGN_AND_SYMPTOM,3133
64288,conical,I-SIGN_AND_SYMPTOM,3133
64289,corneal,I-SIGN_AND_SYMPTOM,3133
64290,protrusion,I-SIGN_AND_SYMPTOM,3133
64291,As,O,3133
64292,diagnostic,O,3133
64293,approaches,O,3133
64294,developed,O,3133
64295,the,O,3133
64296,prevalence,O,3133
64297,of,O,3133
64298,the,O,3133
64299,disease,O,3133
64300,has,O,3133
64301,increased,O,3133
64302,from,O,3133
64303,1,O,3134
64304,in,O,3134
64305,2000,O,3134
64306,to,O,3134
64307,1,O,3134
64308,in,O,3134
64309,84,O,3134
64310,Modern,O,3134
64311,diagnostic,O,3134
64312,techniques,O,3134
64313,include,O,3134
64314,Scheimpflug,B-DIAGNOSTIC_TEST,3134
64315,imaging,I-DIAGNOSTIC_TEST,3134
64316,corneal,B-DIAGNOSTIC_TEST,3134
64317,wavefront,I-DIAGNOSTIC_TEST,3134
64318,pachymetry,B-DIAGNOSTIC_TEST,3134
64319,analysis,I-DIAGNOSTIC_TEST,3134
64320,and,O,3134
64321,epithelial,B-DIAGNOSTIC_TEST,3134
64322,mapping,I-DIAGNOSTIC_TEST,3134
64323,As,O,3134
64324,diagnostic,O,3134
64325,technology,O,3134
64326,improves,O,3134
64327,management,O,3135
64328,strategies,O,3135
64329,are,O,3135
64330,evolving,O,3135
64331,as,O,3135
64332,well,O,3135
64333,Keratoconus,B-NAME_OF_DISEASE,3135
64334,has,O,3135
64335,historically,O,3135
64336,been,O,3135
64337,described,O,3135
64338,as,O,3135
64339,a,O,3135
64340,noninflammatory,O,3135
64341,degeneration,O,3135
64342,While,O,3135
64343,historically,O,3135
64344,management,O,3135
64345,was,O,3135
64346,limited,O,3135
64347,to,O,3135
64348,gas,B-TREATMENT,3135
64349,permeable,I-TREATMENT,3135
64350,contact,I-TREATMENT,3135
64351,lenses,I-TREATMENT,3135
64352,or,O,3135
64353,penetrating,B-TREATMENT,3135
64354,keratoplasty,I-TREATMENT,3135
64355,in,O,3135
64356,severe,O,3136
64357,cases,O,3136
64358,new,O,3136
64359,treatments,O,3136
64360,include,O,3136
64361,early,B-TREATMENT,3136
64362,corneal,I-TREATMENT,3136
64363,collagen,I-TREATMENT,3136
64364,cross-linking,I-TREATMENT,3136
64365,CXL,I-TREATMENT,3136
64366,scleral,B-TREATMENT,3136
64367,contact,I-TREATMENT,3136
64368,lenses,I-TREATMENT,3136
64369,Bowman,B-TREATMENT,3136
64370,s,I-TREATMENT,3136
64371,membrane,I-TREATMENT,3137
64372,transplants,I-TREATMENT,3137
64373,and,O,3137
64374,topography-guided,O,3137
64375,photokeratoplasty,O,3137
64376,with,O,3137
64377,CXL,O,3137
64378,Medical,O,3137
64379,management,O,3137
64380,includes,O,3137
64381,managing,B-TREATMENT,3137
64382,corneal,I-TREATMENT,3137
64383,microtrauma,I-TREATMENT,3137
64384,and,I-TREATMENT,3137
64385,inflammation,I-TREATMENT,3137
64386,Eye,O,3137
64387,Rubbing,O,3137
64388,Correlation,O,3137
64389,of,O,3137
64390,eye,O,3137
64391,rubbing,O,3137
64392,and,O,3137
64393,keratoconus,B-NAME_OF_DISEASE,3137
64394,progression,O,3137
64395,is,O,3137
64396,commonly,O,3137
64397,reported,O,3137
64398,in,O,3137
64399,the,O,3137
64400,literature,O,3137
64401,but,O,3137
64402,uncertainty,O,3138
64403,exists,O,3138
64404,whether,O,3138
64405,the,B-CAUSE_OF_DISEASE,3138
64406,atopy,I-CAUSE_OF_DISEASE,3138
64407,leading,I-CAUSE_OF_DISEASE,3138
64408,to,I-CAUSE_OF_DISEASE,3138
64409,the,I-CAUSE_OF_DISEASE,3138
64410,eye,I-CAUSE_OF_DISEASE,3138
64411,rubbing,I-CAUSE_OF_DISEASE,3138
64412,is,O,3138
64413,the,O,3138
64414,etiology,O,3138
64415,or,O,3138
64416,if,O,3139
64417,physical,B-CAUSE_OF_DISEASE,3139
64418,trauma,I-CAUSE_OF_DISEASE,3139
64419,from,I-CAUSE_OF_DISEASE,3139
64420,eye,I-CAUSE_OF_DISEASE,3139
64421,rubbing,I-CAUSE_OF_DISEASE,3139
64422,is,O,3139
64423,the,O,3139
64424,cause,O,3139
64425,Moran,B-PERSON,3139
64426,reported,O,3139
64427,eye,O,3139
64428,rubbing-,O,3139
64429,described,O,3139
64430,as,O,3139
64431,beneath,O,3139
64432,or,O,3139
64433,inside,O,3139
64434,the,O,3139
64435,eye,O,3139
64436,and,O,3139
64437,rubbing,O,3139
64438,with,O,3139
64439,the,O,3139
64440,knuckles,O,3140
64441,base,O,3141
64442,of,O,3141
64443,thumbs,O,3141
64444,or,O,3141
64445,fingertips-increases,O,3141
64446,risk,O,3141
64447,of,O,3141
64448,keratoconus,B-NAME_OF_DISEASE,3141
64449,Further,O,3141
64450,keratoconus,B-NAME_OF_DISEASE,3141
64451,was,O,3141
64452,more,O,3141
64453,significantly,O,3141
64454,associated,O,3141
64455,with,O,3141
64456,knuckle,O,3141
64457,rubbing,O,3141
64458,Najmi,B-PERSON,3141
64459,reported,O,3141
64460,mechanical,O,3141
64461,eye,O,3141
64462,rubbing,O,3141
64463,causes,O,3142
64464,the,B-SIGN_AND_SYMPTOM,3142
64465,thinning,I-SIGN_AND_SYMPTOM,3142
64466,of,I-SIGN_AND_SYMPTOM,3142
64467,keratocyte,I-SIGN_AND_SYMPTOM,3142
64468,Also,O,3142
64469,reported,O,3142
64470,was,O,3142
64471,that,O,3142
64472,the,O,3142
64473,corneal,O,3142
64474,effect,O,3142
64475,of,O,3142
64476,eye,O,3142
64477,rubbing,O,3142
64478,depends,O,3142
64479,on,O,3143
64480,the,O,3143
64481,period,O,3143
64482,and,O,3143
64483,force,O,3143
64484,of,O,3143
64485,eye,O,3143
64486,rubbing,O,3144
64487,Eye,O,3144
64488,rubbing,O,3144
64489,may,O,3144
64490,affect,O,3144
64491,the,B-PART_OF_THE_EYES,3144
64492,cornea,I-PART_OF_THE_EYES,3144
64493,at,O,3144
64494,a,O,3144
64495,molecular,O,3144
64496,level,O,3144
64497,Shetty,B-PERSON,3144
64498,reported,O,3144
64499,eye,O,3144
64500,rubbing,O,3144
64501,increased,O,3144
64502,the,O,3144
64503,level,O,3145
64504,of,O,3145
64505,tear,O,3145
64506,matrix,B-CHEMICAL_COMPOUND,3145
64507,metalloproteinase,I-CHEMICAL_COMPOUND,3145
64508,MMP,I-CHEMICAL_COMPOUND,3145
64509,-13,I-CHEMICAL_COMPOUND,3145
64510,IL-6,B-CHEMICAL_COMPOUND,3145
64511,and,O,3145
64512,TNF-α,B-CHEMICAL_COMPOUND,3145
64513,in,O,3145
64514,eyes,O,3145
64515,of,O,3145
64516,patients,O,3146
64517,with,O,3146
64518,keratoconus,B-NAME_OF_DISEASE,3146
64519,as,O,3146
64520,well,O,3146
64521,as,O,3146
64522,healthy,O,3146
64523,patients,O,3146
64524,Lema,B-PERSON,3146
64525,reported,O,3146
64526,patients,O,3146
64527,with,O,3146
64528,keratoconus,B-NAME_OF_DISEASE,3146
64529,had,O,3146
64530,significantly,O,3146
64531,higher,O,3146
64532,levels,O,3146
64533,of,O,3146
64534,inflammatory,O,3146
64535,markers,O,3146
64536,including,O,3146
64537,IL-6,B-CHEMICAL_COMPOUND,3146
64538,TNF-α,B-CHEMICAL_COMPOUND,3146
64539,and,O,3147
64540,MMP-9,B-CHEMICAL_COMPOUND,3147
64541,In,O,3147
64542,addition,O,3147
64543,investigators,O,3147
64544,reported,O,3147
64545,the,O,3147
64546,levels,O,3147
64547,of,O,3147
64548,these,O,3147
64549,inflammatory,O,3147
64550,markers,O,3147
64551,increased,O,3148
64552,with,O,3148
64553,the,O,3148
64554,severity,O,3148
64555,of,O,3148
64556,keratoconus,B-NAME_OF_DISEASE,3148
64557,Contact,O,3148
64558,Lens,O,3148
64559,Microtrauma,O,3148
64560,Contact,O,3148
64561,lens,O,3148
64562,wear,O,3148
64563,and,O,3148
64564,eye,O,3148
64565,rubbing,O,3148
64566,increase,O,3148
64567,incidence,O,3148
64568,of,O,3148
64569,mechanical,O,3148
64570,trauma,O,3148
64571,to,O,3148
64572,the,B-PART_OF_THE_EYES,3148
64573,cornea,I-PART_OF_THE_EYES,3148
64574,Addressing,O,3148
